,Unnamed: 0,followers_count,id,link,pop_score,time,text,score,word_counts,eng_perc,platform
274,290,445,527938932193755136,https://twitter.com/i/web/status/527938932193755136,2,2014-10-30,"""@77th_Soldier: How many of you hoes gon be a cat 2ma""😂😂😂",0.5,12,0.16666666666666666,tw
275,291,530,256810425289670656,https://twitter.com/i/web/status/256810425289670656,0,2012-10-12,Something about waking up at a strangers house with a shedding cat on my lap reminds me of Reno,0.0,19,0.3684210526315789,tw
277,293,513,965889516505587712,https://twitter.com/i/web/status/965889516505587712,2,2018-02-20,Let us all hope that these cats will be found safe. 🙏,0.5,12,0.5,tw
278,294,2120,515911806812831744,https://twitter.com/i/web/status/515911806812831744,2,2014-09-27,cats of manila event later! go visit kayo sa bgc guys. pwede mag adopt later ng cats! :),0.16666666666666666,17,0.6470588235294118,tw
279,295,718,222881056305586176,https://twitter.com/i/web/status/222881056305586176,2,2012-07-11,I hope next season of BGC we get another Philly girl! Cause Cat was banging. On the reunion. You really heard her accent come out.,0.1,25,0.6,tw
280,296,2006,966471478672674816,https://twitter.com/i/web/status/966471478672674816,2,2018-02-22,"Why not donate A LOT of money to CARA or AKF? Money will go towards easing the PR catastrophe of having Pestbusters kill cats, as well as help the rescues of these NGOs. Kesa mambura ng 1-star reviews, u can't lock forever",0.0,43,0.4186046511627907,tw
281,297,11868,505247363619770368,https://twitter.com/i/web/status/505247363619770368,2,2014-08-29,"Cat McDo. The ""house pet"" of the Mcdonald's branch next to my office at BGC. Its got a lot of TAILS to tell!",0.0,24,0.4166666666666667,tw
282,298,9,953530827173801984,https://twitter.com/i/web/status/953530827173801984,4,2018-01-17,"I’m now sitting here, at the corner of 30th street, tired of looking for the kitten I saw the other night. My mom agreed to adopt him/her. But I can’t find him/her. Wherever you are, I hope you have a good life. And if ever we meet again, I’d be sure to take you home.",0.16874999999999998,61,0.39344262295081966,tw
283,299,114,958461741179924480,https://twitter.com/i/web/status/958461741179924480,0,2018-01-30,LOOK: A Mystery Man is Protecting and Taking Care of the BGC Cats The cats of BGC has a protector and his name ...,0.0,23,0.43478260869565216,tw
285,301,632,965961248507494400,https://twitter.com/i/web/status/965961248507494400,3,2018-02-20,"Saw what you did there, @EsquirePH. Meow &gt;&gt; How Shangri-La Should've Handled that PR Cat-astrophe",0.0,17,0.23529411764705882,tw
286,302,339,965285013775253504,https://twitter.com/i/web/status/965285013775253504,37,2018-02-18,"Wrong move, Shang the fort. Those cats were already in BGC even before you came. Shame. I am for the",-0.5,20,0.4,tw
287,303,2856,966572854304108544,https://twitter.com/i/web/status/966572854304108544,1,2018-02-22,@dipt Updates are posted everday on CARA and Cats Of BGC page. Still searching...,0.0,14,0.42857142857142855,tw
288,304,4770,333353863568572416,https://twitter.com/i/web/status/333353863568572416,0,2013-05-11,I couldnt i look like a copy cat of ariana grande selena gomez jasmine v or beyonce with an ass like nicki an boobs like shannon from bgc,0.0,28,0.35714285714285715,tw
289,305,532,309097364977758208,https://twitter.com/i/web/status/309097364977758208,0,2013-03-06,Shannon is too old for this show....and everyone else are just copy cats of earlier girls,0.05,17,0.35294117647058826,tw
290,306,894,965414783771082752,https://twitter.com/i/web/status/965414783771082752,0,2018-02-19,"“That’s the difference between the BGC cats and what others think of as feral pests — by caring for these cats,...",0.0,24,0.25,tw
291,307,598,965221160299372544,https://twitter.com/i/web/status/965221160299372544,2,2018-02-18,"I'm almost always at BGC every weekend. Yesterday I noticed that all the cats are gone. Then I realized, it's the Year of the Dog!",0.0,27,0.5185185185185185,tw
292,308,401,957736599869054976,https://twitter.com/i/web/status/957736599869054976,6,2018-01-28,"The preview of the Kickstarter for Gunsmith Cats is up, but it's currently only available to backers of BGC, OnV, and Riding Bean, so if you backed those, go check it out. If not, public links should be available soonish.",0.2,41,0.2682926829268293,tw
293,309,704,263839991044640768,https://twitter.com/i/web/status/263839991044640768,0,2012-11-01,@cat_barking_ you got one more of those and shit gonna get real like BGC .... THE REUNION,0.16666666666666666,17,0.4117647058823529,tw
294,310,1603,298870523067240448,https://twitter.com/i/web/status/298870523067240448,0,2013-02-05,Out of all the seasons of BGC Elease and Cat had the fattest asses. Good lord.,0.7,16,0.4375,tw
295,311,325,817337470236823552,https://twitter.com/i/web/status/817337470236823552,1,2017-01-06,WHEN UR BF IS IN BGC AND HE SENDS VIDS OF SUPER CLINGY AND CUTE CATS THERE HUHUHUHU &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;,0.41666666666666663,27,0.2962962962962963,tw
296,312,1079,965150906353250304,https://twitter.com/i/web/status/965150906353250304,0,2018-02-18,We hope that the cats of BGC are safe! ~ When In Manila Pets &amp; Animals,0.625,15,0.4666666666666667,tw
297,313,85,973902379476283392,https://twitter.com/i/web/status/973902379476283392,0,2018-03-14,"Another case of , like the story of , this time from involving a . Enough of this cruelty.",0.0,16,0.4375,tw
298,314,792,965740881847271424,https://twitter.com/i/web/status/965740881847271424,0,2018-02-20,"A destructions of cats. That’s how you call a group of these feline friends. What mordant irony. How could you, Shang BGC?",0.0,24,0.375,tw
299,315,7,977410150263746560,https://twitter.com/i/web/status/977410150263746560,0,2018-03-24,@PRSPofficial How are the @ShangriLaFort,0.0,5,0.0,tw
301,317,95,965603994184773632,https://twitter.com/i/web/status/965603994184773632,2,2018-02-19,"My fb acct got recently locked because I rate 1 star to shangri-la the Fort fb page! But I'd be able to retrieve it. You hired trolls huh CATS ARE NOT PESTS, you greedy bastards. Those felines are loved by the community!",0.4583333333333333,43,0.46511627906976744,tw
302,318,291,299029070262456320,https://twitter.com/i/web/status/299029070262456320,0,2013-02-06,nikki from bgc reminds me of cat haha,0.2,8,0.25,tw
303,319,179,970580734955044864,https://twitter.com/i/web/status/970580734955044864,0,2018-03-05,"Because we love . Thanks to . We will NEVER FORGET the cats, !",0.375,11,0.45454545454545453,tw
304,320,234,329315848751824896,https://twitter.com/i/web/status/329315848751824896,0,2013-04-30,"@aniplexusa Robotech was my gateway drug in the 80s. In 91, I saw Akira, BGC, Midnight Eye Goku, and Cats Eye. It spiraled out of contro ...",0.0,26,0.3076923076923077,tw
305,321,26651,256198439568814080,https://twitter.com/i/web/status/256198439568814080,0,2012-10-11,@Ms_Lovelle is that Ms. Cat fm BGC..I've neva seen her r the show but I've heard of her I think sellin that kinda stuff..is it real nice?,0.8999999999999999,29,0.41379310344827586,tw
306,322,8,965821822972215296,https://twitter.com/i/web/status/965821822972215296,0,2018-02-20,This hotel doesn't deserve a star. You know what to do friends.,0.0,13,0.23076923076923078,tw
307,323,47,966671886884179968,https://twitter.com/i/web/status/966671886884179968,6,2018-02-22,"Hello again! Make sure to follow me, and and follow to get awesome cat pictures every day!",0.75,17,0.5294117647058824,tw
308,324,17154,265487734980890624,https://twitter.com/i/web/status/265487734980890624,0,2012-11-05,"@theswankyprince @ShonDPhoto @hungoree @LionAssPrizzy hundreds of gay cats via Yahoo IM, a4a, bgc, t4s, jack'd, grinder, black planet, oovoo",0.125,20,0.35,tw
309,325,1024,222524432579698688,https://twitter.com/i/web/status/222524432579698688,0,2012-07-10,"""@Jazzie_Thats_Me: Everyone watching BGC because of Mehgan"" hell yeah lmao... These cat fights too sexy doe",0.55,16,0.375,tw
310,326,7,973922513234288640,https://twitter.com/i/web/status/973922513234288640,1,2018-03-14,"Sad story about the puppy who took his last ride on . Be kind to animals, and",0.033333333333333326,16,0.5,tw
311,328,93,966808100777861120,https://twitter.com/i/web/status/966808100777861120,0,2018-02-22,Cruelty to cats by . Please see this,0.0,7,0.5714285714285714,tw
312,329,303,965948356907319296,https://twitter.com/i/web/status/965948356907319296,2,2018-02-20,@geloarnaldo Pag nalabas tayo sa BGC lagi ako nakakakita. Probably because of the cats issue nga,0.0,16,0.1875,tw
314,331,1182,159005025245478912,https://twitter.com/i/web/status/159005025245478912,0,2012-01-16,@MsCat215 waiting on the repeat of season 5 bgc best season lol it got wack after cat left ugh changed channel ctfu,0.6,22,0.5,tw
315,332,1048,965554761025044480,https://twitter.com/i/web/status/965554761025044480,1,2018-02-19,"have heard of what happened to the community cats in bgc, HAYYY SADDEST STORY OF MY WEEK BESIDES LOSING MY MAKE UP BAG.",0.0,23,0.5217391304347826,tw
318,335,653,343231914473308160,https://twitter.com/i/web/status/343231914473308160,0,2013-06-08,none of the girls on ANY season of BGC could hold a candle to Cat @MsCat215,0.0,16,0.4375,tw
319,336,173,965545002708303872,https://twitter.com/i/web/status/965545002708303872,0,2018-02-19,BRING BACK THE CATS,0.0,4,0.75,tw
320,337,6388,967606194788421632,https://twitter.com/i/web/status/967606194788421632,224,2018-02-25,"I rarely go to BGC but when i do i make sure i play with my cat friends hearing the news that the cats are now gone i can’t help but feel broken of how heartless people can be if this is how “progression and modernization “ looks and feels like, i dont want to be a part of it",0.13333333333333333,63,0.36507936507936506,tw
321,338,913,344287162843406336,https://twitter.com/i/web/status/344287162843406336,1,2013-06-11,I wish they would of showed the BGC 5 Parking Lot Fight After The Beach One Cat Beat A Bitch Up Nasty But They Cut It Off ;/,-1.0,27,0.6666666666666666,tw
323,340,147,169145903825948672,https://twitter.com/i/web/status/169145903825948672,0,2012-02-13,"my fav season of BGC is onnn, cat was so BAD",-0.6999999999999998,11,0.2727272727272727,tw
324,341,36,350697425054339072,https://twitter.com/i/web/status/350697425054339072,1,2013-06-28,Who will win out of @missnatalienunn or @flo .. Natalie qoute ''i run L.A.'' in allstars ? Tuesday cat fight ..,0.8,18,0.2222222222222222,tw
325,342,7,968115867312521216,https://twitter.com/i/web/status/968115867312521216,3,2018-02-26,PAWS' new adoption campaign featuring Carla Abellana is now up at Vertis North. This is our 3rd billboard and we want to thank Ayala Malls for helping spread awareness about animal welfare and pet adoption to the general public.,0.04659090909090909,39,0.4358974358974359,tw
326,343,17,967135526884003840,https://twitter.com/i/web/status/967135526884003840,0,2018-02-23,"day 1 of gettin back on my prescription: the usual vivid dreams, trouble sleeping, but woke up dont remember tryna fight a system generated message ?? wowowow anti depressants make me even more crazier its 4am why am i awake its not even tomorrow yet",0.034999999999999996,44,0.5227272727272727,tw
327,344,278,965978064638263296,https://twitter.com/i/web/status/965978064638263296,1,2018-02-20,I suggest exert more effort with this horrible mistake of getting rid of the cats of BGC. Sensitivity meetings should follow suit. Social media statements are nothing compared to proactivity.,-0.15555555555555556,30,0.5333333333333333,tw
328,345,2315,383637328482164736,https://twitter.com/i/web/status/383637328482164736,2,2013-09-27,"Stasi vs Shelly was one of the few ""ass whippings"" on BGC! Majority of them fights are just cat fights.",-0.25,20,0.4,tw
331,348,320986,965632085963747328,https://twitter.com/i/web/status/965632085963747328,73,2018-02-19,"Shangri-La, CARA start search for missing cats of BGC",-0.2,9,0.4444444444444444,tw
332,349,311,965520946055536640,https://twitter.com/i/web/status/965520946055536640,1,2018-02-19,@ShangriLaFort Where are the cats?,0.0,5,0.2,tw
333,350,41,965497785809174528,https://twitter.com/i/web/status/965497785809174528,1,2018-02-19,Did @ShangriLaHotels orchestrate the murder of all those poor cats unaware that there is a law prohibiting such an act? 😾😾😾,-0.13333333333333333,21,0.3333333333333333,tw
334,351,148,965489619063029760,https://twitter.com/i/web/status/965489619063029760,1,2018-02-19,Bring back the CATS!!!,0.0,4,0.75,tw
335,352,41,616178648933076992,https://twitter.com/i/web/status/616178648933076992,2,2015-07-01,Hey check out your photo!!!! Well done!!! :D,1.0,8,0.5,tw
336,353,1250,234821711646818304,https://twitter.com/i/web/status/234821711646818304,2,2012-08-13,Cat (From An Old Season Of BGC) Used To Go With Drake !,0.125,12,0.5,tw
337,354,5916,237676195477594112,https://twitter.com/i/web/status/237676195477594112,0,2012-08-20,Bad Girls Club 5 Miami Ep 15 Reunion Part 2 4 Of 4: via @youtube @MsCat215 P.s. i Love Cat . My Favorite BGC Girl ♥,0.32500000000000007,25,0.6,tw
338,355,1102,176831614012239872,https://twitter.com/i/web/status/176831614012239872,0,2012-03-06,"Did you mean twitpic ""@Shekia_Shae_BGC: I should pic twit this damn pic of my daddy with this cat in the hat hat on ! Lmfaoooo I'm weak.""",-0.3828125,27,0.4444444444444444,tw
339,356,44,965585453821788160,https://twitter.com/i/web/status/965585453821788160,0,2018-02-19,Cat lovers please let's make Cats of BGC trend! ano magandang official hashtag?,0.0,14,0.5714285714285714,tw
340,357,2788,794111940662439936,https://twitter.com/i/web/status/794111940662439936,8,2016-11-03,LF: Friend who will be in BGC this weekend and likes the company of fat &amp; useless cats,-0.5,18,0.3888888888888889,tw
341,358,47,967073506478493696,https://twitter.com/i/web/status/967073506478493696,6,2018-02-23,Some pics of me ! Thanks !,0.25,5,0.6,tw
342,359,184,234583754755153920,https://twitter.com/i/web/status/234583754755153920,0,2012-08-12,"BGC, trending topics on twitter and that sound of a cat being strangled outside my house.",0.2,16,0.4375,tw
343,360,1551,352222409924952064,https://twitter.com/i/web/status/352222409924952064,0,2013-07-03,Ehh so i just locked this cat in my room while i go watch . Im scared of that mf'er.,0.0,19,0.3157894736842105,tw
344,361,179,970573731159457792,https://twitter.com/i/web/status/970573731159457792,1,2018-03-05,"Because we love . Thanks to . We will NEVER FORGET the cats, !",0.375,11,0.45454545454545453,tw
345,362,206,227569967179112448,https://twitter.com/i/web/status/227569967179112448,0,2012-07-24,Lol big cat fight smh!! Bitch,0.4,6,0.6666666666666666,tw
347,364,385,967595759758643200,https://twitter.com/i/web/status/967595759758643200,1,2018-02-25,"Days 18 & 19: Basenji & Barbet⠀ Finally watched Coco & I cried like a baby. Also discovered a local band named, - they're amazing! The cats of BGC are still missing. Where on earth did they ""relocate"" them? ⠀ P.S. Sorry for the no pos…",0.010000000000000009,43,0.46511627906976744,tw
348,366,2034,226869947337412608,https://twitter.com/i/web/status/226869947337412608,0,2012-07-22,"Martin, The Proud Family, The Rugrats, House of Payne, 106 and Park, BGC, Hey Arnold!, Cat Dog, Dragontales",1.0,18,0.4444444444444444,tw
349,367,76,937736774910169088,https://twitter.com/i/web/status/937736774910169088,0,2017-12-04,📷 aharris00britney: Braxton Hair A less poofy version of that hair that came with Cats &amp; Dogs BGC 18 EA...,-0.16666666666666666,20,0.5,tw
350,368,101,964692751617998848,https://twitter.com/i/web/status/964692751617998848,0,2018-02-17,It’s been days now and still the cats of BGC are nowhere to be found. 😔,0.0,18,0.2777777777777778,tw
351,369,655,965910496112078848,https://twitter.com/i/web/status/965910496112078848,7,2018-02-20,"Gusto ko ipa-exorcise yung officemate kong poot na poot sa mga nangyari sa pero tuwang-tuwa naman sa Tokhang na ikinamatay na ng maraming tao. Ano yon, may compassion lang sya sa furry mammals ganern?",0.0,34,0.11764705882352941,tw
352,370,5403,965149047483908096,https://twitter.com/i/web/status/965149047483908096,0,2018-02-18,We hope that the cats of BGC are safe! ~ When In Manila Pets &amp; Animals,0.625,15,0.4666666666666667,tw
353,371,3420,465790905224404992,https://twitter.com/i/web/status/465790905224404992,0,2014-05-12,Some idiot put handcuffs on the neck of this poor cat. Seen moments ago at BGC 7th cor 32nd near the bus stop.,-0.3666666666666667,23,0.5217391304347826,tw
354,372,1391,965576843909742592,https://twitter.com/i/web/status/965576843909742592,8,2018-02-19,Recently saw the news about Cats of BGC. You can tell na celebrity sila ng BGC. A lot of people feed and take care of them. It's sad to hear that most of them disappeared. Hopefully Shangri-La at the Fort fix their mess. Inuulan tuloy sila ng 1 Star review sa fb page nila.,-0.04375,55,0.4,tw
355,373,294,486164790285332480,https://twitter.com/i/web/status/486164790285332480,0,2014-07-07,2 more hours of bullshit then back to bed to watch bgc and cuddle my cat,0.25,16,0.5,tw
356,374,1058,225053877597241344,https://twitter.com/i/web/status/225053877597241344,1,2012-07-17,Cat and Gia was one of the baddest BG on the,0.0,11,0.18181818181818182,tw
357,375,22,968841991726551040,https://twitter.com/i/web/status/968841991726551040,3,2018-02-28,"i feel for the cats of bgc, but i don't know, i hope the people who have been calling out shang bgc and holding them (and the involved companies) accountable also do the same to our murderous, cuckoo president and his goons.",0.0,43,0.27906976744186046,tw
358,376,492,966318253248163840,https://twitter.com/i/web/status/966318253248163840,0,2018-02-21,"“Brands, beware of cat people.” || The Coffee Bean & Tea Leaf Gets a Share of The Backlash From Controversy .ph via",0.0,22,0.45454545454545453,tw
359,377,44,965472412794933248,https://twitter.com/i/web/status/965472412794933248,3,2018-02-19,@ShangriLaHotels @ShangriLaFort Where are our cats Shangrila? Bring back our cats!,0.0,11,0.36363636363636365,tw
361,379,1357,965997493417738240,https://twitter.com/i/web/status/965997493417738240,0,2018-02-20,Please spread!!!,,2,0.0,tw
362,380,692,965371100740837376,https://twitter.com/i/web/status/965371100740837376,10,2018-02-18,Facebook: Cats of BGC Twitter: Sinigang Instagram: GV GV lang,0.0,10,0.2,tw
363,381,1342,225822420244766720,https://twitter.com/i/web/status/225822420244766720,1,2012-07-19,"Lmao, she was in Best I Ever Had video too. RT @ASouthern_Belle: BRUHHH!!!!! Cat from BGC Miami is one of Drake's ex!!!!!",0.8,23,0.43478260869565216,tw
364,382,9,966566403099721728,https://twitter.com/i/web/status/966566403099721728,0,2018-02-22,The Coffee Bean &amp; Tea Leaf Gets a Share of The Backlash From Controversy,0.0,14,0.5714285714285714,tw
365,383,26,965938852496994304,https://twitter.com/i/web/status/965938852496994304,2,2018-02-20,Seriously Shangrila?!! How low can you get? You will never get away with this. Keep blocking the accounts of the supporters of,-0.26041666666666663,22,0.45454545454545453,tw
366,384,1068,964919253425053696,https://twitter.com/i/web/status/964919253425053696,1,2018-02-17,"I am still furious over what in BGC did to the cats. What they did is inhumane, contracting a ""pest-control"" company to get rid of the cats.",-0.9,27,0.2962962962962963,tw
367,385,33,939121185815760896,https://twitter.com/i/web/status/939121185815760896,9,2017-12-08,I watched bad girls club before my first fight ever and i literally won because of it lmao,0.050000000000000044,18,0.5,tw
368,386,318,975989329272102912,https://twitter.com/i/web/status/975989329272102912,0,2018-03-20,happy caturday,,2,0.0,tw
369,387,385,154479280242434048,https://twitter.com/i/web/status/154479280242434048,0,2012-01-04,"My favortie seasons of was 2,4, & 7 but I did like Cat & Morgan from season 5, Ashley from season 6, and Tiffany from season 3",0.0,25,0.48,tw
370,388,530,273687989593464832,https://twitter.com/i/web/status/273687989593464832,0,2012-11-28,You know how you get people to stop sending you pics of their pets. Use derogatory names. Dog = Bitch Cat = Pussy Horse = Ass Turtle = Pussy,0.0,25,0.68,tw
371,389,2210,965234220787367936,https://twitter.com/i/web/status/965234220787367936,9,2018-02-18,"Sooo just a warning, I might just lose my FB page. I received a notification of a suspicious activity and was asked to change my password. Recently, I commented on this hotel's FB page who did something inhumane to Cats of BGC and now they are reporting us one by one. GUILTY????",-0.4666666666666666,53,0.37735849056603776,tw
372,390,912,965990051946545152,https://twitter.com/i/web/status/965990051946545152,9,2018-02-20,Look . This is the latest “official statement” of on their fiasco. Does it look official to you? And they still have NOT produced the supposedly “relocated” cats by their partner-in-crime the long cal here.,0.225,38,0.3157894736842105,tw
373,391,8114,353639613551747072,https://twitter.com/i/web/status/353639613551747072,2,2013-07-06,i wish oxygen would air more shit on BGC like i heard Cat actually got sent home for stabbing a guy from the men of steel(probably aint true,0.009999999999999998,29,0.5517241379310345,tw
374,392,7,967401022942470144,https://twitter.com/i/web/status/967401022942470144,7,2018-02-24,@nadelesa @ShangriLaFort @pestbustersHQ We shouldn’t allow this to just be swept understand the rug!,0.0,16,0.1875,tw
375,393,130,965441544978276352,https://twitter.com/i/web/status/965441544978276352,1,2018-02-19,already wrote about this story. havent seen other media outlets pick up this story tho. Baket? Not newsworthy?,-0.125,18,0.3888888888888889,tw
376,394,1578,965965873151279104,https://twitter.com/i/web/status/965965873151279104,3,2018-02-20,Grab yours Before the OFFER Ends Link:,0.0,7,0.7142857142857143,tw
377,395,156,954750102203084800,https://twitter.com/i/web/status/954750102203084800,4,2018-01-20,Cats of BGC 2018,0.0,4,0.25,tw
378,396,1479,165166944713052160,https://twitter.com/i/web/status/165166944713052160,0,2012-02-02,I have 4 TIX left to the D. Wade//Miami Heat + Ms. Cat of BGC's B-Day Bash 2nite at Whisper Lounge in Philly &gt;&gt;&gt;HIT ME ASAP,0.0,29,0.3793103448275862,tw
379,397,1006,225360616825692160,https://twitter.com/i/web/status/225360616825692160,0,2012-07-17,ain't nothing but a bunch of cats in a cage lol,0.8,12,0.4166666666666667,tw
380,398,10,967263646416949248,https://twitter.com/i/web/status/967263646416949248,2,2018-02-24,Update on : - PestBusters official announcement (),0.0,5,0.6,tw
381,399,85,971881835163561984,https://twitter.com/i/web/status/971881835163561984,1,2018-03-08,Oh no! What is going on? Who is responsible for this?,0.2,11,0.18181818181818182,tw
382,400,5,951010193600544768,https://twitter.com/i/web/status/951010193600544768,0,2018-01-10,📷 aharris00britney: Braxton Hair A less poofy version of that hair that came with Cats &amp; Dogs BGC 18 EA...,-0.16666666666666666,20,0.5,tw
383,401,322,974123011165929472,https://twitter.com/i/web/status/974123011165929472,0,2018-03-15,@tellemnaye baka adopted stray cat of BGC yan,0.0,8,0.375,tw
384,402,3903,974199825766825984,https://twitter.com/i/web/status/974199825766825984,0,2018-03-15,@peepaubau Same company as pet exterminators of bgc cats lol,0.4,10,0.4,tw
385,403,1106,523111392640237568,https://twitter.com/i/web/status/523111392640237568,0,2014-10-17,Took a cat nap and had a dream I was fighting... Maybe I shouldn't watch reruns of BGC before I fall asleep lol😂😂😂,0.0,24,0.5,tw
386,404,31785,965431988713746432,https://twitter.com/i/web/status/965431988713746432,6,2018-02-19,"CARA: ""Neither CARA nor Cats of BGC were informed... by Shangri-La Fort about the most recent plans to hire Pestbusters..."" located the remaining cats to an undi ""We have yet to be given any sort of proof that cats were indeed adopted by Shangri-La Fort’s staff.""",0.25,48,0.375,tw
387,405,524,199672433383452672,https://twitter.com/i/web/status/199672433383452672,0,2012-05-08,«@ChasEmY_caT Ready fo part 2 of da BGC reunion»,0.2,11,0.36363636363636365,tw
388,406,2856,965473864854597632,https://twitter.com/i/web/status/965473864854597632,5,2018-02-19,Still looking for answers regarding 'relocation' by in cooperation with @ShangriLaFort,0.0,11,0.45454545454545453,tw
389,407,128,268248749581672448,https://twitter.com/i/web/status/268248749581672448,0,2012-11-13,@BGConOxygen How are you gon' let non-BGC-fan guys attempt to woo 3 of the baddest Girls ever?!?,0.0,17,0.4117647058823529,tw
390,408,53,965213651140407296,https://twitter.com/i/web/status/965213651140407296,0,2018-02-18,": at the Fort in BGC f*cks up handling the case of hiring a pest control company to get rid of cats adored by the public. Read this first: Then, this: Photo by source/Marcelle John Marcelino",0.125,35,0.42857142857142855,tw
391,409,369,965122170044100608,https://twitter.com/i/web/status/965122170044100608,7,2018-02-18,Tangina nyo @ShangriLaFort bring back the cats of BGC,0.0,9,0.3333333333333333,tw
392,410,38,312351254552666112,https://twitter.com/i/web/status/312351254552666112,0,2013-03-14,@711philippines i got a pre-used smart scratch card fr ur bgc branch. Either ur supplier or sum1 fr d store ripped me of p500.,0.21428571428571427,24,0.2916666666666667,tw
393,411,730,315278628944478208,https://twitter.com/i/web/status/315278628944478208,0,2013-03-23,Catching up on this train reck season of and I'm fukin w/ the newest girl in the house. Like me or not but don't disrespect me,0.6,28,0.35714285714285715,tw
395,413,323,965358984206041088,https://twitter.com/i/web/status/965358984206041088,1,2018-02-18,"Hey, listen up. So Shangri La The Fort allegedly “exterminated” stray cats that have been part of the BGC community. They released an official statement and it sounds like a typical PR bullshit. So, yeah let’s pressure them on their FB page to show MORE WORK, LESS TALK.",0.01666666666666667,52,0.5,tw
396,414,861,233906904559132672,https://twitter.com/i/web/status/233906904559132672,1,2012-08-10,"I Love Cat From Season 5 Of BGC,",0.5,8,0.625,tw
397,415,7,967756517058404352,https://twitter.com/i/web/status/967756517058404352,2,2018-02-25,Oh this is wonderful . Learn from this,1.0,7,0.14285714285714285,tw
398,416,1206,965819587160764416,https://twitter.com/i/web/status/965819587160764416,4,2018-02-20,Hello please investigate the despicable actions by the management of Please also message me with a corporate address where I can write to you and return my Golden Circle card as I will never use your brand again.,0.15,38,0.47368421052631576,tw
399,417,347,966207276729163776,https://twitter.com/i/web/status/966207276729163776,0,2018-02-21,"""Soft Kitty...""",,2,0.0,tw
401,419,339,258031097689026560,https://twitter.com/i/web/status/258031097689026560,1,2012-10-16,this is the craziest episode of bgc I've ever seen,0.0,11,0.45454545454545453,tw
403,421,32,966176050886729728,https://twitter.com/i/web/status/966176050886729728,0,2018-02-21,"Not a cat person but I know to respect all animals, both cute and kadiri. At hindi kadiri yung cats of BGC ah. Conyo malalambing cats. Stress reliever.",0.5,28,0.42857142857142855,tw
405,423,912,965990056174395392,https://twitter.com/i/web/status/965990056174395392,0,2018-02-20,Look . This is the latest “official statement” of on their fiasco. Does it look official to you? And they still have NOT produced the supposedly “relocated” cats by their partner-in-crime the long cal here.,0.225,38,0.3157894736842105,tw
406,424,460,214254665272008704,https://twitter.com/i/web/status/214254665272008704,0,2012-06-17,Cat from BGC was over here at Boomerang..out of all the clubs tho,0.0,13,0.15384615384615385,tw
407,425,309,161639456124837888,https://twitter.com/i/web/status/161639456124837888,0,2012-01-24,!!! RT @MzInfamousQuani I refuse to watch another BGC though. Last one I watched was with Cat and that bad ass body of hers lol,0.0333333333333334,24,0.4583333333333333,tw
408,426,1479,165168848218238976,https://twitter.com/i/web/status/165168848218238976,0,2012-02-02,@TooHot2Handle88 I have 4 TIX left to the D. Wade//Miami Heat + Ms. Cat of BGC's B-Day Bash 2nite at Whisper in Philly,0.0,23,0.391304347826087,tw
409,427,569,278053530558939136,https://twitter.com/i/web/status/278053530558939136,0,2012-12-10,"TEACHER: Name four members of the cat family.. AKPOS: Daddy cat, Mummy Cat, and two kittens",0.0,16,0.6875,tw
410,428,1262,968659768222081024,https://twitter.com/i/web/status/968659768222081024,17,2018-02-28,"Here is a post compiling all our official statements regarding the cats of BGC issue. As posted in the comments here, we are still consolidating information after the final round of searches conducted last Thursday. Thank you for all your patience. ttp://bit.ly/2sYC5J7",-0.06666666666666667,43,0.46511627906976744,tw
411,429,912,965875412071890944,https://twitter.com/i/web/status/965875412071890944,4,2018-02-20,What should we do with the alleged cat killers of BGC? (Since it’s too late to neuter their ancestors),-0.2,21,0.23809523809523808,tw
412,430,1103,966272951782985728,https://twitter.com/i/web/status/966272951782985728,0,2018-02-21,"St, Gertrude of Nivelles, please protect the BGC cats and other strays from evil people. AMEN.",-0.5625,16,0.375,tw
413,431,64,969200539878608896,https://twitter.com/i/web/status/969200539878608896,0,2018-03-01,Ano animal lover lang for photo op? Pero yung issue sa nawawalang Cats of BGC tuwang tuwa ka? CancelledT.,0.0,19,0.21052631578947367,tw
414,432,2006,965890622459584512,https://twitter.com/i/web/status/965890622459584512,3,2018-02-20,"Updated statement on the as of 9:30 AM today, February 20. Thank you all for your continued patience and support.",0.0,20,0.4,tw
415,433,170,194628331109498880,https://twitter.com/i/web/status/194628331109498880,0,2012-04-24,CAT WAIT UNTILL THE NEXT SEASON OF,0.0,7,0.5714285714285714,tw
416,434,173,965943406328365056,https://twitter.com/i/web/status/965943406328365056,5,2018-02-20,I was logged out of FB and messenger tonight by an unknown entity. I want to believe that the hacking issue of Shang in light of the issue is true. I rated the hotel 1-star btw. Nevermind. I'm not always in FB anyway but hell- this involves our privacy already.,0.21666666666666667,51,0.39215686274509803,tw
417,435,9906,891053060180643840,https://twitter.com/i/web/status/891053060180643840,3,2017-07-28,"@Yellow_Muppet @Ottawa_BGC Thanks for teaching! And that's a clever use of a towel to ""bait"" your cat. :)",0.3055555555555555,18,0.3888888888888889,tw
418,436,418,344515258616012800,https://twitter.com/i/web/status/344515258616012800,0,2013-06-11,"I can't watch this episode of BGC with my sis cause she be dfl at when Jazzy said @eye_kandii had a phat cat , lls .",0.0,25,0.36,tw
